JOBID=28562
Size, Timepoint Index, Time
256K, End, 24, 0.000174327
256K, End, 25, 0.000179082
256K, End, 26, 0.000179052
256K, End, 27, 0.000137152
256K, End, 28, 0.000135395
256K, End, 29, 0.000143524
256K, End, 30, 0.00014126
256K, End, 31, 0.000138866
256K, End, 32, 0.000142182
256K, End, 33, 0.000137933
256K, End, 34, 0.000135379
256K, End, 35, 0.000136041
256K, End, 36, 0.000137055
256K, End, 37, 0.00013767
256K, End, 38, 0.000136006
256K, End, 39, 0.000140893
256K, End, 40, 0.000135756
256K, End, 41, 0.000137232
256K, End, 42, 0.000144631
256K, End, 43, 0.000135636
256K, End, 44, 0.000137957
256K, End, 45, 0.000136413
256K, End, 46, 0.000141809
256K, End, 47, 0.00013625
256K, End, 48, 0.000136
256K, End, 49, 0.000136834
256K, End, 50, 0.000137581
256K, End, 51, 0.000135738
256K, End, 52, 0.000136669
256K, End, 53, 0.000142185
256K, End, 54, 0.000134873
256K, End, 55, 0.000137187
256K, End, 56, 0.000136577
256K, End, 57, 0.000136488
256K, End, 58, 0.000137592
256K, End, 59, 0.000136754
256K, End, 60, 0.000141096
256K, End, 61, 0.000137752
256K, End, 62, 0.000135689
256K, End, 63, 0.000135695
256K, End, 64, 0.000137634
256K, End, 65, 0.000137669
256K, End, 66, 0.000136746
256K, End, 67, 0.00013786
256K, End, 68, 0.000138928
256K, End, 69, 0.000136711
256K, End, 70, 0.000137062
256K, End, 71, 0.00013728
256K, End, 72, 0.000141854
256K, End, 73, 0.00013573
256K, End, 74, 0.000139214
256K, End, 75, 0.000139115
256K, End, 76, 0.000138979
256K, End, 77, 0.00013809
256K, End, 78, 0.000137435
256K, End, 79, 0.000140215
256K, End, 80, 0.000145344
256K, End, 81, 0.000138114
256K, End, 82, 0.000136789
256K, End, 83, 0.000153779
256K, End, 84, 0.000140658
256K, End, 85, 0.000136792
256K, End, 86, 0.000138172
256K, End, 87, 0.000136248
256K, End, 88, 0.000141236
256K, End, 89, 0.00013994
256K, End, 90, 0.000136302
256K, End, 91, 0.000135664
256K, End, 92, 0.000135858
256K, End, 93, 0.000135947
256K, End, 94, 0.000136311
256K, End, 95, 0.000138254
256K, End, 96, 0.000136779
256K, End, 97, 0.000137729
256K, End, 98, 0.000136696
256K, End, 99, 0.000136214
256K, End, 100, 0.000140576
512K, End, 1, 0.000219579
512K, End, 2, 0.00023374
512K, End, 3, 0.000223489
512K, End, 4, 0.000218814
512K, End, 5, 0.000220031
512K, End, 6, 0.000227172
512K, End, 7, 0.000236139
512K, End, 8, 0.000228231
512K, End, 9, 0.000226001
512K, End, 10, 0.000229531
512K, End, 11, 0.000232872
512K, End, 12, 0.00022684
512K, End, 13, 0.000227421
512K, End, 14, 0.000228622
512K, End, 15, 0.000227295
512K, End, 16, 0.000232086
512K, End, 17, 0.00023429
512K, End, 18, 0.000222967
512K, End, 19, 0.000226738
512K, End, 20, 0.000226266
512K, End, 21, 0.000237378
512K, End, 22, 0.000237344
512K, End, 23, 0.000236955
512K, End, 24, 0.000241215
512K, End, 25, 0.000236737
512K, End, 26, 0.000236271
512K, End, 27, 0.000241657
512K, End, 28, 0.00022163
512K, End, 29, 0.000214302
512K, End, 30, 0.000216295
512K, End, 31, 0.000225112
512K, End, 32, 0.000215062
512K, End, 33, 0.000217667
512K, End, 34, 0.000219502
512K, End, 35, 0.000218962
512K, End, 36, 0.000218549
512K, End, 37, 0.000218624
512K, End, 38, 0.000215446
512K, End, 39, 0.000223232
512K, End, 40, 0.000222091
512K, End, 41, 0.000226517
512K, End, 42, 0.000220225
512K, End, 43, 0.000215614
512K, End, 44, 0.00022327
512K, End, 45, 0.000224493
512K, End, 46, 0.000224195
512K, End, 47, 0.000237043
512K, End, 48, 0.000220384
512K, End, 49, 0.000224816
512K, End, 50, 0.000232056
512K, End, 51, 0.00022274
512K, End, 52, 0.000229598
512K, End, 53, 0.000225987
512K, End, 54, 0.000228017
512K, End, 55, 0.000225939
512K, End, 56, 0.000224561
512K, End, 57, 0.000227017
512K, End, 58, 0.000221851
512K, End, 59, 0.000222093
512K, End, 60, 0.000238399
512K, End, 61, 0.000222845
512K, End, 62, 0.000218124
512K, End, 63, 0.000222659
512K, End, 64, 0.000224928
512K, End, 65, 0.000224887
512K, End, 66, 0.000222473
512K, End, 67, 0.000228797
512K, End, 68, 0.00022052
512K, End, 69, 0.000233225
512K, End, 70, 0.000225987
512K, End, 71, 0.000213935
512K, End, 72, 0.000217011
512K, End, 73, 0.000217462
512K, End, 74, 0.000213179
512K, End, 75, 0.000213598
512K, End, 76, 0.00022719
512K, End, 77, 0.000213828
512K, End, 78, 0.000215028
512K, End, 79, 0.000215082
512K, End, 80, 0.00022512
512K, End, 81, 0.000215215
512K, End, 82, 0.000212706
512K, End, 83, 0.000217327
512K, End, 84, 0.000212499
512K, End, 85, 0.000213827
512K, End, 86, 0.000213846
512K, End, 87, 0.000213739
512K, End, 88, 0.000214028
512K, End, 89, 0.000225422
512K, End, 90, 0.000211196
512K, End, 91, 0.000224752
512K, End, 92, 0.000224227
512K, End, 93, 0.000210694
512K, End, 94, 0.00021165
512K, End, 95, 0.000213121
512K, End, 96, 0.0002141
512K, End, 97, 0.000214083
512K, End, 98, 0.000214666
512K, End, 99, 0.000213603
512K, End, 100, 0.00021188
1M, End, 1, 0.000359183
1M, End, 2, 0.000360459
1M, End, 3, 0.000357473
1M, End, 4, 0.000372517
1M, End, 5, 0.000369524
1M, End, 6, 0.000361327
1M, End, 7, 0.000356701
1M, End, 8, 0.000356564
1M, End, 9, 0.000352299
1M, End, 10, 0.000363531
1M, End, 11, 0.00035401
1M, End, 12, 0.000354149
1M, End, 13, 0.000361194
1M, End, 14, 0.000357014
1M, End, 15, 0.000351986
1M, End, 16, 0.000354618
1M, End, 17, 0.00035196
1M, End, 18, 0.00036081
1M, End, 19, 0.000354662
1M, End, 20, 0.000358391
1M, End, 21, 0.000359065
1M, End, 22, 0.000355972
1M, End, 23, 0.000352516
1M, End, 24, 0.000357159
1M, End, 25, 0.000367847
1M, End, 26, 0.000361154
1M, End, 27, 0.000365091
1M, End, 28, 0.000354438
1M, End, 29, 0.000346902
1M, End, 30, 0.000352793
1M, End, 31, 0.000347872
1M, End, 32, 0.000353936
1M, End, 33, 0.00034649
1M, End, 34, 0.000361728
1M, End, 35, 0.000347542
1M, End, 36, 0.000344858
1M, End, 37, 0.000351415
1M, End, 38, 0.000347295
1M, End, 39, 0.000361781
1M, End, 40, 0.00034445
1M, End, 41, 0.000358824
1M, End, 42, 0.000353649
1M, End, 43, 0.000347501
1M, End, 44, 0.000347686
1M, End, 45, 0.000350175
1M, End, 46, 0.000351662
1M, End, 47, 0.000351869
1M, End, 48, 0.000348707
1M, End, 49, 0.000349566
1M, End, 50, 0.000351762
1M, End, 51, 0.000346494
1M, End, 52, 0.000341203
1M, End, 53, 0.000341248
1M, End, 54, 0.000344537
1M, End, 55, 0.000335911
1M, End, 56, 0.000347004
1M, End, 57, 0.000337224
1M, End, 58, 0.000346102
1M, End, 59, 0.000353363
1M, End, 60, 0.000330757
1M, End, 61, 0.000333912
1M, End, 62, 0.00033826
1M, End, 63, 0.000333162
1M, End, 64, 0.0003384
1M, End, 65, 0.000333576
1M, End, 66, 0.000332435
1M, End, 67, 0.000339362
1M, End, 68, 0.000341341
1M, End, 69, 0.0003337
1M, End, 70, 0.000340225
1M, End, 71, 0.000338024
1M, End, 72, 0.000336168
1M, End, 73, 0.000331683
1M, End, 74, 0.000335526
1M, End, 75, 0.000338407
1M, End, 76, 0.000332691
1M, End, 77, 0.000333772
1M, End, 78, 0.000338215
1M, End, 79, 0.00033438
1M, End, 80, 0.000334868
1M, End, 81, 0.000337953
1M, End, 82, 0.000331081
1M, End, 83, 0.000348502
1M, End, 84, 0.000333443
1M, End, 85, 0.000339531
1M, End, 86, 0.000341402
1M, End, 87, 0.000330147
1M, End, 88, 0.000335755
1M, End, 89, 0.000331001
1M, End, 90, 0.000325779
1M, End, 91, 0.000334831
1M, End, 92, 0.000327937
1M, End, 93, 0.000328343
1M, End, 94, 0.00032667
1M, End, 95, 0.000327539
1M, End, 96, 0.000337073
1M, End, 97, 0.000325207
1M, End, 98, 0.000335505
1M, End, 99, 0.000329597
1M, End, 100, 0.000327874
2M, End, 1, 0.000589005
2M, End, 2, 0.000590724
2M, End, 3, 0.000587035
2M, End, 4, 0.000588955
2M, End, 5, 0.00058593
2M, End, 6, 0.000585014
2M, End, 7, 0.000582077
2M, End, 8, 0.000581982
2M, End, 9, 0.000579536
2M, End, 10, 0.000585007
2M, End, 11, 0.000588067
2M, End, 12, 0.000590933
2M, End, 13, 0.00058122
2M, End, 14, 0.000591766
2M, End, 15, 0.000584743
2M, End, 16, 0.000578818
2M, End, 17, 0.000587553
2M, End, 18, 0.000574127
2M, End, 19, 0.000569236
2M, End, 20, 0.000572992
2M, End, 21, 0.000574512
2M, End, 22, 0.000581319
2M, End, 23, 0.000550704
2M, End, 24, 0.000557936
2M, End, 25, 0.000568427
2M, End, 26, 0.000554326
2M, End, 27, 0.000563392
2M, End, 28, 0.000563276
2M, End, 29, 0.000555957
2M, End, 30, 0.000563844
2M, End, 31, 0.000566578
2M, End, 32, 0.000559979
2M, End, 33, 0.000565343
2M, End, 34, 0.000546369
2M, End, 35, 0.000564883
2M, End, 36, 0.000547115
2M, End, 37, 0.000551393
2M, End, 38, 0.000544661
2M, End, 39, 0.000546351
2M, End, 40, 0.000546283
2M, End, 41, 0.000543246
2M, End, 42, 0.000549438
2M, End, 43, 0.000544415
2M, End, 44, 0.000548301
2M, End, 45, 0.000559013
2M, End, 46, 0.000550872
2M, End, 47, 0.000549115
2M, End, 48, 0.000570424
2M, End, 49, 0.000543161
2M, End, 50, 0.000552417
2M, End, 51, 0.000550367
2M, End, 52, 0.000544086
2M, End, 53, 0.000536811
2M, End, 54, 0.000541061
2M, End, 55, 0.000534816
2M, End, 56, 0.000526766
2M, End, 57, 0.000532953
2M, End, 58, 0.000550536
2M, End, 59, 0.000567611
2M, End, 60, 0.000538876
2M, End, 61, 0.000537671
2M, End, 62, 0.000538677
2M, End, 63, 0.000536124
2M, End, 64, 0.000538478
2M, End, 65, 0.000551751
2M, End, 66, 0.000534735
2M, End, 67, 0.000544388
2M, End, 68, 0.000528726
2M, End, 69, 0.000539988
2M, End, 70, 0.000526878
2M, End, 71, 0.000541821
2M, End, 72, 0.000526464
2M, End, 73, 0.000523435
2M, End, 74, 0.000525344
2M, End, 75, 0.000527229
2M, End, 76, 0.000527533
2M, End, 77, 0.000522223
2M, End, 78, 0.000519713
2M, End, 79, 0.000523555
2M, End, 80, 0.000526202
2M, End, 81, 0.000525295
2M, End, 82, 0.000520363
2M, End, 83, 0.000543242
2M, End, 84, 0.000537418
2M, End, 85, 0.00055146
2M, End, 86, 0.000536165
2M, End, 87, 0.0005135
2M, End, 88, 0.000524972
2M, End, 89, 0.000514683
2M, End, 90, 0.000523819
2M, End, 91, 0.000511614
2M, End, 92, 0.000518167
2M, End, 93, 0.000518148
2M, End, 94, 0.000513994
2M, End, 95, 0.000516145
2M, End, 96, 0.000519698
2M, End, 97, 0.000517067
2M, End, 98, 0.00051389
2M, End, 99, 0.000518238
2M, End, 100, 0.000525849
4M, End, 1, 0.00109754
4M, End, 2, 0.00109531
4M, End, 3, 0.00114342
4M, End, 4, 0.00110278
4M, End, 5, 0.00110066
4M, End, 6, 0.00109599
4M, End, 7, 0.00106896
4M, End, 8, 0.00106643
4M, End, 9, 0.00105754
4M, End, 10, 0.00105316
4M, End, 11, 0.00106145
4M, End, 12, 0.00106277
4M, End, 13, 0.00105632
4M, End, 14, 0.00106205
4M, End, 15, 0.00105688
4M, End, 16, 0.00103279
4M, End, 17, 0.00104545
4M, End, 18, 0.00103635
4M, End, 19, 0.00104453
4M, End, 20, 0.00103044
4M, End, 21, 0.00103298
4M, End, 22, 0.00105738
4M, End, 23, 0.00103184
4M, End, 24, 0.00101365
4M, End, 25, 0.00103004
4M, End, 26, 0.0010343
4M, End, 27, 0.00108404
4M, End, 28, 0.00101203
4M, End, 29, 0.00101459
4M, End, 30, 0.00101876
4M, End, 31, 0.00101559
4M, End, 32, 0.00102519
4M, End, 33, 0.00103269
4M, End, 34, 0.00101367
4M, End, 35, 0.00101032
4M, End, 36, 0.00101543
4M, End, 37, 0.00101275
4M, End, 38, 0.00102278
4M, End, 39, 0.0010167
4M, End, 40, 0.00101125
4M, End, 41, 0.00100634
4M, End, 42, 0.00100605
4M, End, 43, 0.00100425
4M, End, 44, 0.00100317
4M, End, 45, 0.00101248
4M, End, 46, 0.00101533
4M, End, 47, 0.00103365
4M, End, 48, 0.00100813
4M, End, 49, 0.00101451
4M, End, 50, 0.00101034
4M, End, 51, 0.00101725
4M, End, 52, 0.00100961
4M, End, 53, 0.00100541
4M, End, 54, 0.00102226
4M, End, 55, 0.000998401
4M, End, 56, 0.00103657
4M, End, 57, 0.00102165
4M, End, 58, 0.00100368
4M, End, 59, 0.00103082
4M, End, 60, 0.00103686
4M, End, 61, 0.00102297
4M, End, 62, 0.00105199
4M, End, 63, 0.00104843
4M, End, 64, 0.0010061
4M, End, 65, 0.00100139
4M, End, 66, 0.00101274
4M, End, 67, 0.00100475
4M, End, 68, 0.00100349
4M, End, 69, 0.00103477
4M, End, 70, 0.0010058
4M, End, 71, 0.00100211
4M, End, 72, 0.000999597
4M, End, 73, 0.00101432
4M, End, 74, 0.00100016
4M, End, 75, 0.0010172
4M, End, 76, 0.00104796
4M, End, 77, 0.00101355
4M, End, 78, 0.0010051
4M, End, 79, 0.00103246
4M, End, 80, 0.00105454
4M, End, 81, 0.00103585
4M, End, 82, 0.00100595
4M, End, 83, 0.00104136
4M, End, 84, 0.00102096
4M, End, 85, 0.00103027
4M, End, 86, 0.00101659
4M, End, 87, 0.00100843
4M, End, 88, 0.00106335
4M, End, 89, 0.00102823
4M, End, 90, 0.00100891
4M, End, 91, 0.00103369
4M, End, 92, 0.00102166
4M, End, 93, 0.00100872
4M, End, 94, 0.0010019
4M, End, 95, 0.0010323
4M, End, 96, 0.00101601
4M, End, 97, 0.00100035
4M, End, 98, 0.00100665
4M, End, 99, 0.00100479
4M, End, 100, 0.00100959
8M, End, 1, 0.00210297
8M, End, 2, 0.0022362
8M, End, 3, 0.00200711
8M, End, 4, 0.00217981
8M, End, 5, 0.00202406
8M, End, 6, 0.00205249
8M, End, 7, 0.0020701
8M, End, 8, 0.0019666
8M, End, 9, 0.00196389
8M, End, 10, 0.00196496
8M, End, 11, 0.00203716
8M, End, 12, 0.00215661
8M, End, 13, 0.00194471
8M, End, 14, 0.00197306
8M, End, 15, 0.00199979
8M, End, 16, 0.00200938
8M, End, 17, 0.00196975
8M, End, 18, 0.00199691
8M, End, 19, 0.00203856
8M, End, 20, 0.00199757
8M, End, 21, 0.00203745
8M, End, 22, 0.00197493
8M, End, 23, 0.00215424
8M, End, 24, 0.00200592
8M, End, 25, 0.00209804
8M, End, 26, 0.00208487
8M, End, 27, 0.00210723
8M, End, 28, 0.00200896
8M, End, 29, 0.00199302
8M, End, 30, 0.0021932
8M, End, 31, 0.00198683
8M, End, 32, 0.00205051
8M, End, 33, 0.0020943
8M, End, 34, 0.00212844
8M, End, 35, 0.00196676
8M, End, 36, 0.00200776
8M, End, 37, 0.00197815
8M, End, 38, 0.00195244
8M, End, 39, 0.00193479
8M, End, 40, 0.00205571
8M, End, 41, 0.00202657
8M, End, 42, 0.00215231
8M, End, 43, 0.00197981
8M, End, 44, 0.00202704
8M, End, 45, 0.00205202
8M, End, 46, 0.00200319
8M, End, 47, 0.00194943
8M, End, 48, 0.00200848
8M, End, 49, 0.00206042
8M, End, 50, 0.00195965
8M, End, 51, 0.00213358
8M, End, 52, 0.00213149
8M, End, 53, 0.00201197
8M, End, 54, 0.00204067
8M, End, 55, 0.00199723
8M, End, 56, 0.0019586
8M, End, 57, 0.00198235
8M, End, 58, 0.00201956
8M, End, 59, 0.00197953
8M, End, 60, 0.00202973
8M, End, 61, 0.00194557
8M, End, 62, 0.00194712
8M, End, 63, 0.00202678
8M, End, 64, 0.00205478
8M, End, 65, 0.00198995
8M, End, 66, 0.00199308
8M, End, 67, 0.0022307
8M, End, 68, 0.0020522
8M, End, 69, 0.00199904
8M, End, 70, 0.00194978
8M, End, 71, 0.00194726
8M, End, 72, 0.00215232
8M, End, 73, 0.00204382
8M, End, 74, 0.00196286
8M, End, 75, 0.00207454
8M, End, 76, 0.00198097
8M, End, 77, 0.00200442
8M, End, 78, 0.00200562
8M, End, 79, 0.00213375
8M, End, 80, 0.0020194
8M, End, 81, 0.00197296
8M, End, 82, 0.00195196
8M, End, 83, 0.00205183
8M, End, 84, 0.00207698
8M, End, 85, 0.00216865
8M, End, 86, 0.0020325
8M, End, 87, 0.00198501
8M, End, 88, 0.00216926
8M, End, 89, 0.00213255
8M, End, 90, 0.00201289
8M, End, 91, 0.0019783
8M, End, 92, 0.00203871
8M, End, 93, 0.00200526
8M, End, 94, 0.0019906
8M, End, 95, 0.00207281
8M, End, 96, 0.00198336
8M, End, 97, 0.00197791
8M, End, 98, 0.0019756
8M, End, 99, 0.00200202
8M, End, 100, 0.00203962
16M, End, 1, 0.00406662
16M, End, 2, 0.00410881
16M, End, 3, 0.00408374
16M, End, 4, 0.00400627
16M, End, 5, 0.004103
16M, End, 6, 0.00408354
16M, End, 7, 0.00402722
16M, End, 8, 0.00413078
16M, End, 9, 0.00407533
16M, End, 10, 0.00407811
16M, End, 11, 0.00400799
16M, End, 12, 0.00407274
16M, End, 13, 0.00413798
16M, End, 14, 0.00414405
16M, End, 15, 0.00405551
16M, End, 16, 0.00404959
16M, End, 17, 0.00408414
16M, End, 18, 0.00406591
16M, End, 19, 0.00406786
16M, End, 20, 0.00400763
16M, End, 21, 0.0040644
16M, End, 22, 0.00426236
16M, End, 23, 0.00401674
16M, End, 24, 0.00407639
16M, End, 25, 0.00403614
16M, End, 26, 0.00411244
16M, End, 27, 0.00403273
16M, End, 28, 0.00401027
16M, End, 29, 0.0040456
16M, End, 30, 0.00409374
16M, End, 31, 0.00410843
16M, End, 32, 0.0041215
16M, End, 33, 0.0041138
16M, End, 34, 0.00416351
16M, End, 35, 0.00415634
16M, End, 36, 0.00408423
16M, End, 37, 0.00408439
16M, End, 38, 0.00405072
16M, End, 39, 0.00405915
16M, End, 40, 0.00411848
16M, End, 41, 0.0041036
16M, End, 42, 0.00406925
16M, End, 43, 0.00395968
16M, End, 44, 0.00411492
16M, End, 45, 0.00409418
16M, End, 46, 0.00407815
16M, End, 47, 0.00411046
16M, End, 48, 0.00410958
16M, End, 49, 0.00410227
16M, End, 50, 0.00408096
16M, End, 51, 0.00403464
16M, End, 52, 0.00410969
16M, End, 53, 0.00408481
16M, End, 54, 0.00409732
16M, End, 55, 0.00404324
16M, End, 56, 0.00409491
16M, End, 57, 0.0041754
16M, End, 58, 0.00404912
16M, End, 59, 0.00407874
16M, End, 60, 0.00406506
16M, End, 61, 0.00399185
16M, End, 62, 0.00411533
16M, End, 63, 0.00408102
16M, End, 64, 0.00397147
16M, End, 65, 0.0041192
16M, End, 66, 0.00406606
16M, End, 67, 0.00419305
16M, End, 68, 0.00408321
16M, End, 69, 0.00400256
16M, End, 70, 0.00408938
16M, End, 71, 0.00405306
16M, End, 72, 0.00413176
16M, End, 73, 0.00403323
16M, End, 74, 0.00410383
16M, End, 75, 0.00406423
16M, End, 76, 0.00408249
16M, End, 77, 0.00413483
16M, End, 78, 0.00408838
16M, End, 79, 0.00414645
16M, End, 80, 0.00418852
16M, End, 81, 0.00406155
16M, End, 82, 0.00406881
16M, End, 83, 0.00406575
16M, End, 84, 0.00404524
16M, End, 85, 0.00411228
16M, End, 86, 0.00400361
16M, End, 87, 0.00413621
16M, End, 88, 0.00409966
16M, End, 89, 0.00403337
16M, End, 90, 0.00412217
16M, End, 91, 0.00416383
16M, End, 92, 0.00402248
16M, End, 93, 0.00410992
16M, End, 94, 0.00400094
16M, End, 95, 0.00407577
16M, End, 96, 0.00402985
16M, End, 97, 0.00401034
16M, End, 98, 0.00413289
16M, End, 99, 0.00402071
16M, End, 100, 0.00413286
32M, End, 1, 0.00908078
32M, End, 2, 0.00901213
32M, End, 3, 0.00899933
32M, End, 4, 0.00908279
32M, End, 5, 0.00900348
32M, End, 6, 0.00903525
32M, End, 7, 0.00904074
32M, End, 8, 0.00914669
32M, End, 9, 0.00906852
32M, End, 10, 0.00906338
32M, End, 11, 0.00905015
32M, End, 12, 0.00907544
32M, End, 13, 0.00904081
32M, End, 14, 0.00935412
32M, End, 15, 0.00906692
32M, End, 16, 0.00904889
32M, End, 17, 0.00904732
32M, End, 18, 0.00905107
32M, End, 19, 0.00899584
32M, End, 20, 0.00904535
32M, End, 21, 0.00908921
32M, End, 22, 0.00901051
32M, End, 23, 0.00904975
32M, End, 24, 0.00910132
32M, End, 25, 0.009018
32M, End, 26, 0.00903645
32M, End, 27, 0.00908287
32M, End, 28, 0.00911261
32M, End, 29, 0.00914617
32M, End, 30, 0.00905962
32M, End, 31, 0.00911615
32M, End, 32, 0.00915867
32M, End, 33, 0.00906067
32M, End, 34, 0.00914972
32M, End, 35, 0.00916069
32M, End, 36, 0.00912247
32M, End, 37, 0.00901882
32M, End, 38, 0.00908169
32M, End, 39, 0.00914107
32M, End, 40, 0.00911735
32M, End, 41, 0.0090355
32M, End, 42, 0.00909456
32M, End, 43, 0.00912658
32M, End, 44, 0.00916557
32M, End, 45, 0.00908567
32M, End, 46, 0.00909649
32M, End, 47, 0.00907653
32M, End, 48, 0.00916157
32M, End, 49, 0.00917412
32M, End, 50, 0.00901302
32M, End, 51, 0.00911644
32M, End, 52, 0.00904801
32M, End, 53, 0.00910984
32M, End, 54, 0.0111409
32M, End, 55, 0.00902813
32M, End, 56, 0.00903679
32M, End, 57, 0.0090278
32M, End, 58, 0.00899407
32M, End, 59, 0.00907238
32M, End, 60, 0.00901386
32M, End, 61, 0.00918193
32M, End, 62, 0.00903685
32M, End, 63, 0.00912974
32M, End, 64, 0.00928823
32M, End, 65, 0.00912
32M, End, 66, 0.00975296
32M, End, 67, 0.0104828
32M, End, 68, 0.0106828
32M, End, 69, 0.00966646
32M, End, 70, 0.00914874
32M, End, 71, 0.00909283
32M, End, 72, 0.00923591
32M, End, 73, 0.00911829
32M, End, 74, 0.00913841
32M, End, 75, 0.00916706
32M, End, 76, 0.00914696
32M, End, 77, 0.00907584
32M, End, 78, 0.0090782
32M, End, 79, 0.00908676
32M, End, 80, 0.00919373
32M, End, 81, 0.00912228
32M, End, 82, 0.00901242
32M, End, 83, 0.00909735
32M, End, 84, 0.00910319
32M, End, 85, 0.00922608
32M, End, 86, 0.0091528
32M, End, 87, 0.00911452
32M, End, 88, 0.00920454
32M, End, 89, 0.00907886
32M, End, 90, 0.00906247
32M, End, 91, 0.0091312
32M, End, 92, 0.00917986
32M, End, 93, 0.00922448
32M, End, 94, 0.00913614
32M, End, 95, 0.00913412
32M, End, 96, 0.00912934
32M, End, 97, 0.00905803
32M, End, 98, 0.00908587
32M, End, 99, 0.0090722
32M, End, 100, 0.00903961
64M, End, 1, 0.0242186
64M, End, 2, 0.0242986
64M, End, 3, 0.0242375
64M, End, 4, 0.024348
64M, End, 5, 0.0242332
64M, End, 6, 0.0241944
64M, End, 7, 0.0242856
64M, End, 8, 0.0243066
64M, End, 9, 0.0242669
64M, End, 10, 0.024328
64M, End, 11, 0.0243894
64M, End, 12, 0.0241985
64M, End, 13, 0.0242433
64M, End, 14, 0.0242585
64M, End, 15, 0.0242823
64M, End, 16, 0.0242589
64M, End, 17, 0.0242352
64M, End, 18, 0.0253199
64M, End, 19, 0.0270615
64M, End, 20, 0.0242576
64M, End, 21, 0.0242525
64M, End, 22, 0.0243264
64M, End, 23, 0.0243031
64M, End, 24, 0.0242509
64M, End, 25, 0.0242258
64M, End, 26, 0.0242631
64M, End, 27, 0.0243246
64M, End, 28, 0.0242354
64M, End, 29, 0.0242316
64M, End, 30, 0.0242565
64M, End, 31, 0.0242071
64M, End, 32, 0.0242072
64M, End, 33, 0.0243156
64M, End, 34, 0.0242736
64M, End, 35, 0.0242223
64M, End, 36, 0.0242751
64M, End, 37, 0.0242488
64M, End, 38, 0.0242515
64M, End, 39, 0.0243233
64M, End, 40, 0.0245292
64M, End, 41, 0.0243385
64M, End, 42, 0.0243765
64M, End, 43, 0.0242262
64M, End, 44, 0.0242812
64M, End, 45, 0.0242597
64M, End, 46, 0.0243317
64M, End, 47, 0.0242872
64M, End, 48, 0.0243904
64M, End, 49, 0.0242256
64M, End, 50, 0.0243176
64M, End, 51, 0.0243065
64M, End, 52, 0.0243604
64M, End, 53, 0.0242576
64M, End, 54, 0.0244727
64M, End, 55, 0.0244645
64M, End, 56, 0.0243198
64M, End, 57, 0.0242979
64M, End, 58, 0.0243059
64M, End, 59, 0.0243081
64M, End, 60, 0.0244144
64M, End, 61, 0.0242646
64M, End, 62, 0.024291
64M, End, 63, 0.0243098
64M, End, 64, 0.0243779
64M, End, 65, 0.0243273
64M, End, 66, 0.0243045
64M, End, 67, 0.0243124
64M, End, 68, 0.0242747
64M, End, 69, 0.0243091
64M, End, 70, 0.0244098
64M, End, 71, 0.0243084
64M, End, 72, 0.0243412
64M, End, 73, 0.0242475
64M, End, 74, 0.0243219
64M, End, 75, 0.0243446
64M, End, 76, 0.0244626
64M, End, 77, 0.0245016
64M, End, 78, 0.0243406
64M, End, 79, 0.0244725
64M, End, 80, 0.0243368
64M, End, 81, 0.0244217
64M, End, 82, 0.0243596
64M, End, 83, 0.0244616
64M, End, 84, 0.0243393
64M, End, 85, 0.0243355
64M, End, 86, 0.0244181
64M, End, 87, 0.0243549
64M, End, 88, 0.0243439
64M, End, 89, 0.0243398
64M, End, 90, 0.0243452
64M, End, 91, 0.0243584
64M, End, 92, 0.0252182
64M, End, 93, 0.0246469
64M, End, 94, 0.0243513
64M, End, 95, 0.0243044
64M, End, 96, 0.0244315
64M, End, 97, 0.0244657
64M, End, 98, 0.0243613
64M, End, 99, 0.0243927
64M, End, 100, 0.0244529
128M, End, 1, 0.0482834
128M, End, 2, 0.0483496
128M, End, 3, 0.0483413
128M, End, 4, 0.0493948
128M, End, 5, 0.0484423
128M, End, 6, 0.0483139
128M, End, 7, 0.0482725
128M, End, 8, 0.0482574
128M, End, 9, 0.0483309
128M, End, 10, 0.0483532
128M, End, 11, 0.0483399
128M, End, 12, 0.0481939
128M, End, 13, 0.0486258
128M, End, 14, 0.0484131
128M, End, 15, 0.0482823
128M, End, 16, 0.0483803
128M, End, 17, 0.0483746
128M, End, 18, 0.0482618
128M, End, 19, 0.0483105
128M, End, 20, 0.0482563
128M, End, 21, 0.0483026
128M, End, 22, 0.0483022
128M, End, 23, 0.0482981
128M, End, 24, 0.0485787
128M, End, 25, 0.0483221
128M, End, 26, 0.0486497
128M, End, 27, 0.0483933
128M, End, 28, 0.0484813
128M, End, 29, 0.0484772
128M, End, 30, 0.0483737
128M, End, 31, 0.0483989
128M, End, 32, 0.0493327
128M, End, 33, 0.048424
128M, End, 34, 0.0484865
128M, End, 35, 0.0484508
128M, End, 36, 0.0483822
128M, End, 37, 0.0484032
128M, End, 38, 0.0487176
128M, End, 39, 0.0484388
128M, End, 40, 0.0484511
128M, End, 41, 0.0489201
128M, End, 42, 0.0487144
128M, End, 43, 0.0485175
128M, End, 44, 0.04864
128M, End, 45, 0.0485007
128M, End, 46, 0.0485229
128M, End, 47, 0.0484537
128M, End, 48, 0.0484065
128M, End, 49, 0.0484826
128M, End, 50, 0.0485432
128M, End, 51, 0.0484805
128M, End, 52, 0.048409
128M, End, 53, 0.048648
128M, End, 54, 0.0485599
128M, End, 55, 0.0485114
