JOBID=28568
Size, Timepoint Index, Time
256K, End, 59, 0.000275818
256K, End, 60, 0.00027931
256K, End, 61, 0.000282437
256K, End, 62, 0.000273163
256K, End, 63, 0.000277321
256K, End, 64, 0.000288322
256K, End, 65, 0.000276823
256K, End, 66, 0.000278982
256K, End, 67, 0.00027582
256K, End, 68, 0.000273289
256K, End, 69, 0.000278058
256K, End, 70, 0.000277358
256K, End, 71, 0.000279224
256K, End, 72, 0.000284529
256K, End, 73, 0.000274046
256K, End, 74, 0.000276292
256K, End, 75, 0.000275148
256K, End, 76, 0.000276514
256K, End, 77, 0.000278928
256K, End, 78, 0.0002835
256K, End, 79, 0.000277485
256K, End, 80, 0.000272739
256K, End, 81, 0.000283733
256K, End, 82, 0.000271251
256K, End, 83, 0.00027517
256K, End, 84, 0.000278393
256K, End, 85, 0.000270688
256K, End, 86, 0.000272877
256K, End, 87, 0.000276725
256K, End, 88, 0.000276106
256K, End, 89, 0.000274577
256K, End, 90, 0.000277694
256K, End, 91, 0.00027145
256K, End, 92, 0.000275
256K, End, 93, 0.000287014
256K, End, 94, 0.000272642
256K, End, 95, 0.000273348
256K, End, 96, 0.000275407
256K, End, 97, 0.000274156
256K, End, 98, 0.000271526
256K, End, 99, 0.000274671
256K, End, 100, 0.000270028
512K, End, 1, 0.000531847
512K, End, 2, 0.000539404
512K, End, 3, 0.00052659
512K, End, 4, 0.000518533
512K, End, 5, 0.000524303
512K, End, 6, 0.000524826
512K, End, 7, 0.000524403
512K, End, 8, 0.000521918
512K, End, 9, 0.000528521
512K, End, 10, 0.000519991
512K, End, 11, 0.000516473
512K, End, 12, 0.000523109
512K, End, 13, 0.000524408
512K, End, 14, 0.000519592
512K, End, 15, 0.000517956
512K, End, 16, 0.000517862
512K, End, 17, 0.000515704
512K, End, 18, 0.000522764
512K, End, 19, 0.00051606
512K, End, 20, 0.000514907
512K, End, 21, 0.00052692
512K, End, 22, 0.000516447
512K, End, 23, 0.000514838
512K, End, 24, 0.000514524
512K, End, 25, 0.000523051
512K, End, 26, 0.000516797
512K, End, 27, 0.000516036
512K, End, 28, 0.000515132
512K, End, 29, 0.000515837
512K, End, 30, 0.000518253
512K, End, 31, 0.000515153
512K, End, 32, 0.000514204
512K, End, 33, 0.000515561
512K, End, 34, 0.000515802
512K, End, 35, 0.000515405
512K, End, 36, 0.000515394
512K, End, 37, 0.000516718
512K, End, 38, 0.000515025
512K, End, 39, 0.000517082
512K, End, 40, 0.000514589
512K, End, 41, 0.000515555
512K, End, 42, 0.000515995
512K, End, 43, 0.00051595
512K, End, 44, 0.000517231
512K, End, 45, 0.000515418
512K, End, 46, 0.000514452
512K, End, 47, 0.000514747
512K, End, 48, 0.000517497
512K, End, 49, 0.000515666
512K, End, 50, 0.000514852
512K, End, 51, 0.000517925
512K, End, 52, 0.000514078
512K, End, 53, 0.000514127
512K, End, 54, 0.000514105
512K, End, 55, 0.000514833
512K, End, 56, 0.000513303
512K, End, 57, 0.000514719
512K, End, 58, 0.000516909
512K, End, 59, 0.00053924
512K, End, 60, 0.000514445
512K, End, 61, 0.000522183
512K, End, 62, 0.000514693
512K, End, 63, 0.000514054
512K, End, 64, 0.000515379
512K, End, 65, 0.000513106
512K, End, 66, 0.00051365
512K, End, 67, 0.000513902
512K, End, 68, 0.000514533
512K, End, 69, 0.000514314
512K, End, 70, 0.000514026
512K, End, 71, 0.000513627
512K, End, 72, 0.000514674
512K, End, 73, 0.000515068
512K, End, 74, 0.000516345
512K, End, 75, 0.000514862
512K, End, 76, 0.000514499
512K, End, 77, 0.000516631
512K, End, 78, 0.000513856
512K, End, 79, 0.00051309
512K, End, 80, 0.000517793
512K, End, 81, 0.000516957
512K, End, 82, 0.000515693
512K, End, 83, 0.000514671
512K, End, 84, 0.000513431
512K, End, 85, 0.000513492
512K, End, 86, 0.000518339
512K, End, 87, 0.000514703
512K, End, 88, 0.000514042
512K, End, 89, 0.000515966
512K, End, 90, 0.000515112
512K, End, 91, 0.000515106
512K, End, 92, 0.000516044
512K, End, 93, 0.000513004
512K, End, 94, 0.000514591
512K, End, 95, 0.000514846
512K, End, 96, 0.000515092
512K, End, 97, 0.000513192
512K, End, 98, 0.000515557
512K, End, 99, 0.000514377
512K, End, 100, 0.00051405
1M, End, 1, 0.000932846
1M, End, 2, 0.0009456
1M, End, 3, 0.000855915
1M, End, 4, 0.000862409
1M, End, 5, 0.000924503
1M, End, 6, 0.000892694
1M, End, 7, 0.000908673
1M, End, 8, 0.000930304
1M, End, 9, 0.000905311
1M, End, 10, 0.000899548
1M, End, 11, 0.000887933
1M, End, 12, 0.000893478
1M, End, 13, 0.000903416
1M, End, 14, 0.000883127
1M, End, 15, 0.00090876
1M, End, 16, 0.000865143
1M, End, 17, 0.000886849
1M, End, 18, 0.000886439
1M, End, 19, 0.000882762
1M, End, 20, 0.000858594
1M, End, 21, 0.000871322
1M, End, 22, 0.000876386
1M, End, 23, 0.000857114
1M, End, 24, 0.000871411
1M, End, 25, 0.000878909
1M, End, 26, 0.000861129
1M, End, 27, 0.000877975
1M, End, 28, 0.000862559
1M, End, 29, 0.000875225
1M, End, 30, 0.000869632
1M, End, 31, 0.0008685
1M, End, 32, 0.00087895
1M, End, 33, 0.000886517
1M, End, 34, 0.000861641
1M, End, 35, 0.00086428
1M, End, 36, 0.000882471
1M, End, 37, 0.00086279
1M, End, 38, 0.000871416
1M, End, 39, 0.000890093
1M, End, 40, 0.00086268
1M, End, 41, 0.000871081
1M, End, 42, 0.000856748
1M, End, 43, 0.000858705
1M, End, 44, 0.000873929
1M, End, 45, 0.000876494
1M, End, 46, 0.000857452
1M, End, 47, 0.000856307
1M, End, 48, 0.00087508
1M, End, 49, 0.00087079
1M, End, 50, 0.000867544
1M, End, 51, 0.000869854
1M, End, 52, 0.000862215
1M, End, 53, 0.000873656
1M, End, 54, 0.000871111
1M, End, 55, 0.000874347
1M, End, 56, 0.000882007
1M, End, 57, 0.000878809
1M, End, 58, 0.000859299
1M, End, 59, 0.000870963
1M, End, 60, 0.000871885
1M, End, 61, 0.000858786
1M, End, 62, 0.000859455
1M, End, 63, 0.000885634
1M, End, 64, 0.000862613
1M, End, 65, 0.000877987
1M, End, 66, 0.000870674
1M, End, 67, 0.000858704
1M, End, 68, 0.000875827
1M, End, 69, 0.000867259
1M, End, 70, 0.000884964
1M, End, 71, 0.000869584
1M, End, 72, 0.000863916
1M, End, 73, 0.000856593
1M, End, 74, 0.000870317
1M, End, 75, 0.000867771
1M, End, 76, 0.00086846
1M, End, 77, 0.000856336
1M, End, 78, 0.000880733
1M, End, 79, 0.000854502
1M, End, 80, 0.000856688
1M, End, 81, 0.00087683
1M, End, 82, 0.000877467
1M, End, 83, 0.000851869
1M, End, 84, 0.000860956
1M, End, 85, 0.00087564
1M, End, 86, 0.000854867
1M, End, 87, 0.000863152
1M, End, 88, 0.000865281
1M, End, 89, 0.00086984
1M, End, 90, 0.000857082
1M, End, 91, 0.000857211
1M, End, 92, 0.000870531
1M, End, 93, 0.000870989
1M, End, 94, 0.000867917
1M, End, 95, 0.000866822
1M, End, 96, 0.000870988
1M, End, 97, 0.000868557
1M, End, 98, 0.000893044
1M, End, 99, 0.00086347
1M, End, 100, 0.000868596
2M, End, 1, 0.00182981
2M, End, 2, 0.00179293
2M, End, 3, 0.00179543
2M, End, 4, 0.0017767
2M, End, 5, 0.00180053
2M, End, 6, 0.00189262
2M, End, 7, 0.00182871
2M, End, 8, 0.00180868
2M, End, 9, 0.00179032
2M, End, 10, 0.00178342
2M, End, 11, 0.00177703
2M, End, 12, 0.00181074
2M, End, 13, 0.00182439
2M, End, 14, 0.00178001
2M, End, 15, 0.00180691
2M, End, 16, 0.00185597
2M, End, 17, 0.00178613
2M, End, 18, 0.00191228
2M, End, 19, 0.00180661
2M, End, 20, 0.00185783
2M, End, 21, 0.00183147
2M, End, 22, 0.00177195
2M, End, 23, 0.00184603
2M, End, 24, 0.00182735
2M, End, 25, 0.0017788
2M, End, 26, 0.0019122
2M, End, 27, 0.0018157
2M, End, 28, 0.00182104
2M, End, 29, 0.00182282
2M, End, 30, 0.00183051
2M, End, 31, 0.00181256
2M, End, 32, 0.00177691
2M, End, 33, 0.00190594
2M, End, 34, 0.00178721
2M, End, 35, 0.00177762
2M, End, 36, 0.00176657
2M, End, 37, 0.00181653
2M, End, 38, 0.00192113
2M, End, 39, 0.00189148
2M, End, 40, 0.00189594
2M, End, 41, 0.00178611
2M, End, 42, 0.00185683
2M, End, 43, 0.00179024
2M, End, 44, 0.00177829
2M, End, 45, 0.00179982
2M, End, 46, 0.00175996
2M, End, 47, 0.00184749
2M, End, 48, 0.00178143
2M, End, 49, 0.00177615
2M, End, 50, 0.00184026
2M, End, 51, 0.00184122
2M, End, 52, 0.00177279
2M, End, 53, 0.00180019
2M, End, 54, 0.00180393
2M, End, 55, 0.0018628
2M, End, 56, 0.00177075
2M, End, 57, 0.00178947
2M, End, 58, 0.00185035
2M, End, 59, 0.00182142
2M, End, 60, 0.0018238
2M, End, 61, 0.00182002
2M, End, 62, 0.0018803
2M, End, 63, 0.00180408
2M, End, 64, 0.00177584
2M, End, 65, 0.00185819
2M, End, 66, 0.00178235
2M, End, 67, 0.00178844
2M, End, 68, 0.00177931
2M, End, 69, 0.0017827
2M, End, 70, 0.00180012
2M, End, 71, 0.00179012
2M, End, 72, 0.00182071
2M, End, 73, 0.00184481
2M, End, 74, 0.00182005
2M, End, 75, 0.00182063
2M, End, 76, 0.00179666
2M, End, 77, 0.00183345
2M, End, 78, 0.0017996
2M, End, 79, 0.00177993
2M, End, 80, 0.00180287
2M, End, 81, 0.00181606
2M, End, 82, 0.001802
2M, End, 83, 0.00181681
2M, End, 84, 0.00185143
2M, End, 85, 0.00181659
2M, End, 86, 0.0018269
2M, End, 87, 0.00178966
2M, End, 88, 0.00182175
2M, End, 89, 0.0017814
2M, End, 90, 0.00179655
2M, End, 91, 0.00183547
2M, End, 92, 0.00186739
2M, End, 93, 0.00185944
2M, End, 94, 0.00180524
2M, End, 95, 0.00185307
2M, End, 96, 0.00182893
2M, End, 97, 0.00178409
2M, End, 98, 0.00187135
2M, End, 99, 0.0018029
2M, End, 100, 0.00184314
4M, End, 1, 0.00349281
4M, End, 2, 0.00357981
4M, End, 3, 0.00358292
4M, End, 4, 0.00355591
4M, End, 5, 0.00357746
4M, End, 6, 0.00349958
4M, End, 7, 0.00352907
4M, End, 8, 0.00353469
4M, End, 9, 0.00356074
4M, End, 10, 0.00365969
4M, End, 11, 0.00351541
4M, End, 12, 0.00349059
4M, End, 13, 0.00359634
4M, End, 14, 0.00349874
4M, End, 15, 0.00370231
4M, End, 16, 0.00359089
4M, End, 17, 0.00374115
4M, End, 18, 0.00359268
4M, End, 19, 0.00373234
4M, End, 20, 0.00353425
4M, End, 21, 0.00354826
4M, End, 22, 0.00353203
4M, End, 23, 0.00352158
4M, End, 24, 0.00355061
4M, End, 25, 0.00352172
4M, End, 26, 0.00359456
4M, End, 27, 0.00352828
4M, End, 28, 0.00356755
4M, End, 29, 0.00352441
4M, End, 30, 0.00353963
4M, End, 31, 0.00352698
4M, End, 32, 0.00364746
4M, End, 33, 0.0035212
4M, End, 34, 0.00358875
4M, End, 35, 0.00349363
4M, End, 36, 0.00349451
4M, End, 37, 0.00349757
4M, End, 38, 0.00352252
4M, End, 39, 0.00359928
4M, End, 40, 0.00350405
4M, End, 41, 0.00352083
4M, End, 42, 0.00352702
4M, End, 43, 0.00362603
4M, End, 44, 0.00351643
4M, End, 45, 0.00349636
4M, End, 46, 0.0036549
4M, End, 47, 0.00362362
4M, End, 48, 0.00357996
4M, End, 49, 0.00355406
4M, End, 50, 0.00362877
4M, End, 51, 0.00351663
4M, End, 52, 0.00354076
4M, End, 53, 0.00352945
4M, End, 54, 0.00351184
4M, End, 55, 0.00361791
4M, End, 56, 0.00355708
4M, End, 57, 0.00363314
4M, End, 58, 0.00349125
4M, End, 59, 0.0035362
4M, End, 60, 0.00354824
4M, End, 61, 0.00350358
4M, End, 62, 0.00362338
4M, End, 63, 0.00368132
4M, End, 64, 0.00358106
4M, End, 65, 0.00351387
4M, End, 66, 0.00361301
4M, End, 67, 0.00352374
4M, End, 68, 0.00353716
4M, End, 69, 0.00352812
4M, End, 70, 0.00355065
4M, End, 71, 0.00351076
4M, End, 72, 0.00361219
4M, End, 73, 0.00351762
4M, End, 74, 0.00350802
4M, End, 75, 0.00353857
4M, End, 76, 0.00352598
4M, End, 77, 0.00349194
4M, End, 78, 0.00348204
4M, End, 79, 0.00366231
4M, End, 80, 0.00360497
4M, End, 81, 0.00356776
4M, End, 82, 0.00378405
4M, End, 83, 0.00358207
4M, End, 84, 0.00356835
4M, End, 85, 0.00361153
4M, End, 86, 0.00352008
4M, End, 87, 0.00351582
4M, End, 88, 0.0035581
4M, End, 89, 0.0035965
4M, End, 90, 0.00350288
4M, End, 91, 0.0035821
4M, End, 92, 0.0034903
4M, End, 93, 0.00348097
4M, End, 94, 0.00353687
4M, End, 95, 0.00349264
4M, End, 96, 0.00351125
4M, End, 97, 0.00353074
4M, End, 98, 0.00352582
4M, End, 99, 0.00349883
4M, End, 100, 0.00349422
8M, End, 1, 0.00655637
8M, End, 2, 0.00650467
8M, End, 3, 0.006542
8M, End, 4, 0.00658114
8M, End, 5, 0.00649021
8M, End, 6, 0.00656127
8M, End, 7, 0.00652703
8M, End, 8, 0.0065473
8M, End, 9, 0.0065846
8M, End, 10, 0.00683049
8M, End, 11, 0.00695072
8M, End, 12, 0.0066213
8M, End, 13, 0.00658404
8M, End, 14, 0.00668677
8M, End, 15, 0.0066737
8M, End, 16, 0.00660657
8M, End, 17, 0.00658663
8M, End, 18, 0.00655777
8M, End, 19, 0.00662908
8M, End, 20, 0.00658459
8M, End, 21, 0.00656505
8M, End, 22, 0.00669933
8M, End, 23, 0.00653867
8M, End, 24, 0.00656421
8M, End, 25, 0.00658786
8M, End, 26, 0.0068096
8M, End, 27, 0.00659262
8M, End, 28, 0.00661105
8M, End, 29, 0.00657064
8M, End, 30, 0.0066723
8M, End, 31, 0.00668749
8M, End, 32, 0.00656838
8M, End, 33, 0.0065551
8M, End, 34, 0.00656075
8M, End, 35, 0.00653454
8M, End, 36, 0.00656382
8M, End, 37, 0.00675761
8M, End, 38, 0.00658091
8M, End, 39, 0.00666419
8M, End, 40, 0.00670329
8M, End, 41, 0.00660481
8M, End, 42, 0.00659392
8M, End, 43, 0.00654438
8M, End, 44, 0.00668286
8M, End, 45, 0.00657624
8M, End, 46, 0.00661324
8M, End, 47, 0.00653162
8M, End, 48, 0.0065591
8M, End, 49, 0.00664585
8M, End, 50, 0.00655158
8M, End, 51, 0.00671135
8M, End, 52, 0.00665775
8M, End, 53, 0.00672655
8M, End, 54, 0.00659511
8M, End, 55, 0.00660472
8M, End, 56, 0.00653545
8M, End, 57, 0.00657279
8M, End, 58, 0.0065501
8M, End, 59, 0.00655253
8M, End, 60, 0.00656356
8M, End, 61, 0.00654385
8M, End, 62, 0.00655202
8M, End, 63, 0.00659968
8M, End, 64, 0.00654291
8M, End, 65, 0.0065534
8M, End, 66, 0.00655227
8M, End, 67, 0.00660916
8M, End, 68, 0.00656953
8M, End, 69, 0.00654768
8M, End, 70, 0.00663912
8M, End, 71, 0.00655382
8M, End, 72, 0.00667385
8M, End, 73, 0.00660163
8M, End, 74, 0.00667606
8M, End, 75, 0.00662808
8M, End, 76, 0.00661115
8M, End, 77, 0.00664247
8M, End, 78, 0.00666763
8M, End, 79, 0.00653654
8M, End, 80, 0.0065823
8M, End, 81, 0.00665091
8M, End, 82, 0.00658031
8M, End, 83, 0.00665715
8M, End, 84, 0.00659007
8M, End, 85, 0.00666747
8M, End, 86, 0.00658222
8M, End, 87, 0.00657703
8M, End, 88, 0.00656618
8M, End, 89, 0.00655322
8M, End, 90, 0.00661821
8M, End, 91, 0.00656247
8M, End, 92, 0.00663667
8M, End, 93, 0.00670027
8M, End, 94, 0.0066061
8M, End, 95, 0.00655739
8M, End, 96, 0.00654626
8M, End, 97, 0.0066486
8M, End, 98, 0.00660227
8M, End, 99, 0.00655567
8M, End, 100, 0.00655578
16M, End, 1, 0.013504
16M, End, 2, 0.0135286
16M, End, 3, 0.0135113
16M, End, 4, 0.0135084
16M, End, 5, 0.0134876
16M, End, 6, 0.0135403
16M, End, 7, 0.0135501
16M, End, 8, 0.0135307
16M, End, 9, 0.0135635
16M, End, 10, 0.0135333
16M, End, 11, 0.0135318
16M, End, 12, 0.0135453
16M, End, 13, 0.0135618
16M, End, 14, 0.0136167
16M, End, 15, 0.0135234
16M, End, 16, 0.0135458
16M, End, 17, 0.0135697
16M, End, 18, 0.0135976
16M, End, 19, 0.0135613
16M, End, 20, 0.0135467
16M, End, 21, 0.0135554
16M, End, 22, 0.0135785
16M, End, 23, 0.013543
16M, End, 24, 0.0135752
16M, End, 25, 0.0135435
16M, End, 26, 0.0135719
16M, End, 27, 0.0135718
16M, End, 28, 0.0135431
16M, End, 29, 0.0135474
16M, End, 30, 0.0135554
16M, End, 31, 0.0135553
16M, End, 32, 0.0135561
16M, End, 33, 0.0135583
16M, End, 34, 0.0135636
16M, End, 35, 0.0135442
16M, End, 36, 0.0135681
16M, End, 37, 0.0135961
16M, End, 38, 0.013592
16M, End, 39, 0.0135648
16M, End, 40, 0.013592
16M, End, 41, 0.0135604
16M, End, 42, 0.0136025
16M, End, 43, 0.013568
16M, End, 44, 0.0135592
16M, End, 45, 0.0135726
16M, End, 46, 0.0135576
16M, End, 47, 0.0136026
16M, End, 48, 0.0136181
16M, End, 49, 0.0135921
16M, End, 50, 0.0135848
16M, End, 51, 0.0135677
16M, End, 52, 0.0135707
16M, End, 53, 0.013553
16M, End, 54, 0.0135904
16M, End, 55, 0.0135946
16M, End, 56, 0.0135932
16M, End, 57, 0.0136943
16M, End, 58, 0.0135991
16M, End, 59, 0.013545
16M, End, 60, 0.0135951
16M, End, 61, 0.0135722
16M, End, 62, 0.0135545
16M, End, 63, 0.0135812
16M, End, 64, 0.0135682
16M, End, 65, 0.0135513
16M, End, 66, 0.0135774
16M, End, 67, 0.0135836
16M, End, 68, 0.0135557
16M, End, 69, 0.0135703
16M, End, 70, 0.0136069
16M, End, 71, 0.0136011
16M, End, 72, 0.0135955
16M, End, 73, 0.0136012
16M, End, 74, 0.0137674
16M, End, 75, 0.0136191
16M, End, 76, 0.0135829
16M, End, 77, 0.0135794
16M, End, 78, 0.0136043
16M, End, 79, 0.0136259
16M, End, 80, 0.0135702
16M, End, 81, 0.0135751
16M, End, 82, 0.0136022
16M, End, 83, 0.0135832
16M, End, 84, 0.0135687
16M, End, 85, 0.0136017
16M, End, 86, 0.0135905
16M, End, 87, 0.0135985
16M, End, 88, 0.0135942
16M, End, 89, 0.0135395
16M, End, 90, 0.0135658
16M, End, 91, 0.0135697
16M, End, 92, 0.0135455
16M, End, 93, 0.0135846
16M, End, 94, 0.0136039
16M, End, 95, 0.0135977
16M, End, 96, 0.0136101
16M, End, 97, 0.0135583
16M, End, 98, 0.0136202
16M, End, 99, 0.0135888
16M, End, 100, 0.0135889
32M, End, 1, 0.0271777
32M, End, 2, 0.0277535
32M, End, 3, 0.0271383
32M, End, 4, 0.0271018
32M, End, 5, 0.0272522
32M, End, 6, 0.0271737
32M, End, 7, 0.0272087
32M, End, 8, 0.0271393
32M, End, 9, 0.0272306
32M, End, 10, 0.0272319
32M, End, 11, 0.0272141
32M, End, 12, 0.0271713
32M, End, 13, 0.027327
32M, End, 14, 0.0272043
32M, End, 15, 0.0272065
32M, End, 16, 0.0272608
32M, End, 17, 0.0272388
32M, End, 18, 0.027225
32M, End, 19, 0.0278732
32M, End, 20, 0.0272413
32M, End, 21, 0.0272281
32M, End, 22, 0.0272111
32M, End, 23, 0.0272059
32M, End, 24, 0.0272438
32M, End, 25, 0.0272002
32M, End, 26, 0.0272011
32M, End, 27, 0.0272065
32M, End, 28, 0.0272758
32M, End, 29, 0.0272506
32M, End, 30, 0.0272296
32M, End, 31, 0.0279978
32M, End, 32, 0.0272864
32M, End, 33, 0.0272336
32M, End, 34, 0.0272302
32M, End, 35, 0.0272384
32M, End, 36, 0.0271748
32M, End, 37, 0.0272362
32M, End, 38, 0.0272282
32M, End, 39, 0.0272061
32M, End, 40, 0.027253
32M, End, 41, 0.0272631
32M, End, 42, 0.027262
32M, End, 43, 0.0272238
32M, End, 44, 0.0272441
32M, End, 45, 0.0272686
32M, End, 46, 0.0272457
32M, End, 47, 0.0272608
32M, End, 48, 0.0273923
32M, End, 49, 0.02722
32M, End, 50, 0.027246
32M, End, 51, 0.0272167
32M, End, 52, 0.0272747
32M, End, 53, 0.0271925
32M, End, 54, 0.0271968
32M, End, 55, 0.0272573
32M, End, 56, 0.027265
32M, End, 57, 0.027229
32M, End, 58, 0.0272309
32M, End, 59, 0.0272447
32M, End, 60, 0.027261
32M, End, 61, 0.027306
32M, End, 62, 0.0272287
32M, End, 63, 0.0272059
32M, End, 64, 0.0272422
32M, End, 65, 0.0272436
32M, End, 66, 0.0272915
32M, End, 67, 0.027223
32M, End, 68, 0.0272332
32M, End, 69, 0.0341617
32M, End, 70, 0.0273041
32M, End, 71, 0.0272697
32M, End, 72, 0.0272537
32M, End, 73, 0.0273065
32M, End, 74, 0.0272485
32M, End, 75, 0.0272939
32M, End, 76, 0.0272276
32M, End, 77, 0.0272244
32M, End, 78, 0.0272111
32M, End, 79, 0.0272493
32M, End, 80, 0.0272429
32M, End, 81, 0.0272276
32M, End, 82, 0.0271966
32M, End, 83, 0.0272447
32M, End, 84, 0.0272632
32M, End, 85, 0.0272777
32M, End, 86, 0.0272756
32M, End, 87, 0.0273122
32M, End, 88, 0.0272334
32M, End, 89, 0.027288
32M, End, 90, 0.0273091
32M, End, 91, 0.027221
32M, End, 92, 0.0272397
32M, End, 93, 0.0272689
32M, End, 94, 0.0273171
32M, End, 95, 0.0272483
32M, End, 96, 0.0278209
32M, End, 97, 0.0273469
32M, End, 98, 0.0272984
32M, End, 99, 0.0272169
32M, End, 100, 0.0272045
64M, End, 1, 0.0544404
64M, End, 2, 0.0545571
64M, End, 3, 0.0544612
64M, End, 4, 0.0545767
64M, End, 5, 0.0545772
64M, End, 6, 0.0553467
64M, End, 7, 0.0546398
64M, End, 8, 0.0546764
64M, End, 9, 0.0545688
64M, End, 10, 0.0551068
64M, End, 11, 0.0547006
64M, End, 12, 0.0546612
64M, End, 13, 0.0545929
64M, End, 14, 0.0546595
64M, End, 15, 0.0547897
64M, End, 16, 0.0548816
64M, End, 17, 0.0546009
64M, End, 18, 0.0547901
64M, End, 19, 0.0546113
64M, End, 20, 0.0615329
64M, End, 21, 0.0546398
64M, End, 22, 0.0546252
64M, End, 23, 0.054575
64M, End, 24, 0.0546681
64M, End, 25, 0.0550811
64M, End, 26, 0.0546762
64M, End, 27, 0.0546131
64M, End, 28, 0.0548799
64M, End, 29, 0.0547542
64M, End, 30, 0.0546521
64M, End, 31, 0.0546813
64M, End, 32, 0.0551348
64M, End, 33, 0.0547044
64M, End, 34, 0.0547121
64M, End, 35, 0.0546257
64M, End, 36, 0.0545927
64M, End, 37, 0.0547974
64M, End, 38, 0.0547109
64M, End, 39, 0.0546351
64M, End, 40, 0.0548543
64M, End, 41, 0.0556888
64M, End, 42, 0.0546822
64M, End, 43, 0.0547171
64M, End, 44, 0.0547597
64M, End, 45, 0.0546143
64M, End, 46, 0.0547018
64M, End, 47, 0.0558137
64M, End, 48, 0.0547088
64M, End, 49, 0.0547458
64M, End, 50, 0.0546811
64M, End, 51, 0.0546282
64M, End, 52, 0.0547581
64M, End, 53, 0.0548277
64M, End, 54, 0.0547245
64M, End, 55, 0.0546828
64M, End, 56, 0.0547388
64M, End, 57, 0.0547264
64M, End, 58, 0.054812
64M, End, 59, 0.0548761
64M, End, 60, 0.0547023
64M, End, 61, 0.054692
64M, End, 62, 0.0546197
64M, End, 63, 0.0546755
64M, End, 64, 0.0547933
64M, End, 65, 0.0547921
64M, End, 66, 0.0547713
64M, End, 67, 0.054732
64M, End, 68, 0.0546345
64M, End, 69, 0.0547762
64M, End, 70, 0.05477
64M, End, 71, 0.0552804
64M, End, 72, 0.0547102
64M, End, 73, 0.0547689
64M, End, 74, 0.05467
64M, End, 75, 0.0546907
64M, End, 76, 0.0547322
64M, End, 77, 0.0546882
64M, End, 78, 0.0546937
64M, End, 79, 0.0547408
64M, End, 80, 0.0546647
64M, End, 81, 0.0547184
64M, End, 82, 0.0559495
64M, End, 83, 0.0546981
64M, End, 84, 0.054659
64M, End, 85, 0.054656
64M, End, 86, 0.0547051
64M, End, 87, 0.0546283
64M, End, 88, 0.0547243
64M, End, 89, 0.0548063
64M, End, 90, 0.0547403
64M, End, 91, 0.0547789
64M, End, 92, 0.0546367
64M, End, 93, 0.0546521
64M, End, 94, 0.0548317
64M, End, 95, 0.0547086
64M, End, 96, 0.0546407
64M, End, 97, 0.0547472
64M, End, 98, 0.0548301
64M, End, 99, 0.0546964
64M, End, 100, 0.0546847
128M, End, 1, 0.110389
128M, End, 2, 0.110111
128M, End, 3, 0.110109
128M, End, 4, 0.109577
128M, End, 5, 0.109917
128M, End, 6, 0.109619
128M, End, 7, 0.109664
128M, End, 8, 0.111741
128M, End, 9, 0.11005
128M, End, 10, 0.109589
128M, End, 11, 0.10924
128M, End, 12, 0.109595
128M, End, 13, 0.109869
128M, End, 14, 0.111309
128M, End, 15, 0.109796
128M, End, 16, 0.109818
128M, End, 17, 0.109744
128M, End, 18, 0.109942
128M, End, 19, 0.109654
128M, End, 20, 0.109831
128M, End, 21, 0.109614
128M, End, 22, 0.109814
128M, End, 23, 0.110221
128M, End, 24, 0.109993
128M, End, 25, 0.109707
128M, End, 26, 0.109797
128M, End, 27, 0.109933
128M, End, 28, 0.111475
128M, End, 29, 0.109906
128M, End, 30, 0.110029
128M, End, 31, 0.109869
128M, End, 32, 0.110501
128M, End, 33, 0.110458
128M, End, 34, 0.109807
128M, End, 35, 0.109639
128M, End, 36, 0.109808
128M, End, 37, 0.110119
128M, End, 38, 0.109736
128M, End, 39, 0.1098
128M, End, 40, 0.109702
128M, End, 41, 0.109962
128M, End, 42, 0.110132
128M, End, 43, 0.110114
128M, End, 44, 0.109862
128M, End, 45, 0.110028
128M, End, 46, 0.109646
128M, End, 47, 0.109888
128M, End, 48, 0.109841
128M, End, 49, 0.109823
128M, End, 50, 0.109505
128M, End, 51, 0.109793
128M, End, 52, 0.109804
128M, End, 53, 0.109803
128M, End, 54, 0.110413
128M, End, 55, 0.110175
128M, End, 56, 0.109949
128M, End, 57, 0.109876
128M, End, 58, 0.109879
128M, End, 59, 0.109856
128M, End, 60, 0.10971
128M, End, 61, 0.11
128M, End, 62, 0.111324
128M, End, 63, 0.110004
128M, End, 64, 0.109856
128M, End, 65, 0.109846
128M, End, 66, 0.110048
128M, End, 67, 0.110167
128M, End, 68, 0.109777
128M, End, 69, 0.109769
128M, End, 70, 0.109845
128M, End, 71, 0.109841
128M, End, 72, 0.109731
128M, End, 73, 0.110039
128M, End, 74, 0.109898
128M, End, 75, 0.109907
128M, End, 76, 0.109817
128M, End, 77, 0.110061
128M, End, 78, 0.10995
128M, End, 79, 0.109734
128M, End, 80, 0.109771
128M, End, 81, 0.109826
128M, End, 82, 0.109874
128M, End, 83, 0.111453
128M, End, 84, 0.109753
128M, End, 85, 0.10973
128M, End, 86, 0.110003
128M, End, 87, 0.109787
128M, End, 88, 0.109941
128M, End, 89, 0.109798
128M, End, 90, 0.10989
128M, End, 91, 0.10987
128M, End, 92, 0.109816
128M, End, 93, 0.108839
128M, End, 94, 0.109462
128M, End, 95, 0.109807
128M, End, 96, 0.109735
128M, End, 97, 0.109659
128M, End, 98, 0.109824
