JOBID=29063
Nodes=12 Procs=24 TasksPerNode=2 ThreadsPerTask=1 NREPS=1 /home/alvaro.pardo/dev-TFG-UPCXX/build/broadcast/mpi_broadcast_array --repetitions 100 -m max -q --warmup-repetitions 100
Rank, Size, Timepoint, Index, Time
0, 1, End, 1, 8.031e-06
0, 1, End, 2, 1.3414e-05
0, 1, End, 3, 7.809e-06
0, 1, End, 4, 7.462e-06
0, 1, End, 5, 9.065e-06
0, 1, End, 6, 7.447e-06
0, 1, End, 7, 9.679e-06
0, 1, End, 8, 8.452e-06
0, 1, End, 9, 8.157e-06
0, 1, End, 10, 7.021e-06
0, 1, End, 11, 7.397e-06
0, 1, End, 12, 7.854e-06
0, 1, End, 13, 7.677e-06
0, 1, End, 14, 7.428e-06
0, 1, End, 15, 8.458e-06
0, 1, End, 16, 7.262e-06
0, 1, End, 17, 7.728e-06
0, 1, End, 18, 9.47e-06
0, 1, End, 19, 7.314e-06
0, 1, End, 20, 1.3359e-05
0, 1, End, 21, 9.072e-06
0, 1, End, 22, 8.15e-06
0, 1, End, 23, 8.749e-06
0, 1, End, 24, 7.937e-06
0, 1, End, 25, 9.058e-06
0, 1, End, 26, 7.345e-06
0, 1, End, 27, 8.797e-06
0, 1, End, 28, 7.686e-06
0, 1, End, 29, 8.988e-06
0, 1, End, 30, 7.631e-06
0, 1, End, 31, 8.286e-06
0, 1, End, 32, 8.259e-06
0, 1, End, 33, 7.984e-06
0, 1, End, 34, 8.309e-06
0, 1, End, 35, 6.827e-06
0, 1, End, 36, 8.21e-06
0, 1, End, 37, 8.03e-06
0, 1, End, 38, 7.618e-06
0, 1, End, 39, 7.131e-06
0, 1, End, 40, 7.635e-06
0, 1, End, 41, 8.01e-06
0, 1, End, 42, 6.863e-06
0, 1, End, 43, 8.069e-06
0, 1, End, 44, 7.605e-06
0, 1, End, 45, 6.608e-06
0, 1, End, 46, 7.936e-06
0, 1, End, 47, 8.235e-06
0, 1, End, 48, 7.606e-06
0, 1, End, 49, 1.0091e-05
0, 1, End, 50, 9.748e-06
0, 1, End, 51, 8.622e-06
0, 1, End, 52, 7.367e-06
0, 1, End, 53, 9.941e-06
0, 1, End, 54, 1.0001e-05
0, 1, End, 55, 8.235e-06
0, 1, End, 56, 1.4082e-05
0, 1, End, 57, 7.006e-06
0, 1, End, 58, 8.225e-06
0, 1, End, 59, 7.104e-06
0, 1, End, 60, 7.707e-06
0, 1, End, 61, 6.593e-06
0, 1, End, 62, 7.656e-06
0, 1, End, 63, 6.257e-06
0, 1, End, 64, 8.548e-06
0, 1, End, 65, 2.762e-05
0, 1, End, 66, 1.0894e-05
0, 1, End, 67, 8.188e-06
0, 1, End, 68, 1.5465e-05
0, 1, End, 69, 9.438e-06
0, 1, End, 70, 9.582e-06
0, 1, End, 71, 9.483e-06
0, 1, End, 72, 1.3035e-05
0, 1, End, 73, 7.784e-06
0, 1, End, 74, 6.816e-06
0, 1, End, 75, 6.978e-06
0, 1, End, 76, 8.728e-06
0, 1, End, 77, 7.364e-06
0, 1, End, 78, 8.967e-06
0, 1, End, 79, 9.81e-06
0, 1, End, 80, 6.934e-06
0, 1, End, 81, 7.901e-06
0, 1, End, 82, 8.388e-06
0, 1, End, 83, 7.081e-06
0, 1, End, 84, 8.113e-06
0, 1, End, 85, 8.043e-06
0, 1, End, 86, 7.965e-06
0, 1, End, 87, 8.707e-06
0, 1, End, 88, 7.805e-06
0, 1, End, 89, 7.962e-06
0, 1, End, 90, 1.2318e-05
0, 1, End, 91, 7.835e-06
0, 1, End, 92, 1.6796e-05
0, 1, End, 93, 7.421e-06
0, 1, End, 94, 8.769e-06
0, 1, End, 95, 6.861e-06
0, 1, End, 96, 7.986e-06
0, 1, End, 97, 7.423e-06
0, 1, End, 98, 7.956e-06
0, 1, End, 99, 1.1302e-05
0, 1, End, 100, 7.855e-06
0, 4, End, 1, 7.89e-06
0, 4, End, 2, 1.2152e-05
0, 4, End, 3, 7.829e-06
0, 4, End, 4, 8.515e-06
0, 4, End, 5, 8.576e-06
0, 4, End, 6, 8.257e-06
0, 4, End, 7, 7.235e-06
0, 4, End, 8, 7.913e-06
0, 4, End, 9, 7.585e-06
0, 4, End, 10, 8.862e-06
0, 4, End, 11, 7.057e-06
0, 4, End, 12, 8.382e-06
0, 4, End, 13, 6.877e-06
0, 4, End, 14, 1.1655e-05
0, 4, End, 15, 9.297e-06
0, 4, End, 16, 8.143e-06
0, 4, End, 17, 1.4913e-05
0, 4, End, 18, 9.409e-06
0, 4, End, 19, 7.709e-06
0, 4, End, 20, 1.5346e-05
0, 4, End, 21, 1.5531e-05
0, 4, End, 22, 6.814e-06
0, 4, End, 23, 7.334e-06
0, 4, End, 24, 8.198e-06
0, 4, End, 25, 8.416e-06
0, 4, End, 26, 7.14e-06
0, 4, End, 27, 7.403e-06
0, 4, End, 28, 9.678e-06
0, 4, End, 29, 7.379e-06
0, 4, End, 30, 1.0651e-05
0, 4, End, 31, 8.671e-06
0, 4, End, 32, 1.8943e-05
0, 4, End, 33, 7.647e-06
0, 4, End, 34, 8.851e-06
0, 4, End, 35, 7.034e-06
0, 4, End, 36, 7.448e-06
0, 4, End, 37, 8.259e-06
0, 4, End, 38, 7.151e-06
0, 4, End, 39, 7.372e-06
0, 4, End, 40, 7.671e-06
0, 4, End, 41, 7.946e-06
0, 4, End, 42, 6.16e-06
0, 4, End, 43, 7.23e-06
0, 4, End, 44, 8.778e-06
0, 4, End, 45, 6.727e-06
0, 4, End, 46, 7.333e-06
0, 4, End, 47, 7.462e-06
0, 4, End, 48, 8.155e-06
0, 4, End, 49, 8.622e-06
0, 4, End, 50, 8.486e-06
0, 4, End, 51, 7.413e-06
0, 4, End, 52, 8.202e-06
0, 4, End, 53, 8.777e-06
0, 4, End, 54, 5.91e-06
0, 4, End, 55, 7.403e-06
0, 4, End, 56, 9.416e-06
0, 4, End, 57, 7.317e-06
0, 4, End, 58, 7.711e-06
0, 4, End, 59, 7.799e-06
0, 4, End, 60, 6.98e-06
0, 4, End, 61, 7.583e-06
0, 4, End, 62, 6.25e-06
0, 4, End, 63, 7.971e-06
0, 4, End, 64, 2.0051e-05
0, 4, End, 65, 7.517e-06
0, 4, End, 66, 1.1308e-05
0, 4, End, 67, 7.53e-06
0, 4, End, 68, 7.794e-06
0, 4, End, 69, 8.391e-06
0, 4, End, 70, 6.904e-06
0, 4, End, 71, 7.441e-06
0, 4, End, 72, 7.23e-06
0, 4, End, 73, 7.684e-06
0, 4, End, 74, 7.483e-06
0, 4, End, 75, 6.628e-06
0, 4, End, 76, 8.479e-06
0, 4, End, 77, 6.651e-06
0, 4, End, 78, 8.32e-06
0, 4, End, 79, 8.747e-06
0, 4, End, 80, 7.426e-06
0, 4, End, 81, 9.313e-06
0, 4, End, 82, 9.211e-06
0, 4, End, 83, 7.113e-06
0, 4, End, 84, 7.253e-06
0, 4, End, 85, 1.2225e-05
0, 4, End, 86, 7.022e-06
0, 4, End, 87, 1.109e-05
0, 4, End, 88, 7.985e-06
0, 4, End, 89, 1.0387e-05
0, 4, End, 90, 7.031e-06
0, 4, End, 91, 6.999e-06
0, 4, End, 92, 1.8938e-05
0, 4, End, 93, 7.331e-06
0, 4, End, 94, 7.085e-06
0, 4, End, 95, 6.69e-06
0, 4, End, 96, 7.743e-06
